10.982|Seminar in Experimental Colloid and Surface Chemistry
10.983|Reactive Processing and Microfabricated Chemical Systems
10.984|Biomedical Applications of Chemical Engineering
10.985|Seminar in Materials Systems Engineering
10.987|Solid Thin Films and Interfaces
10.989|Seminar in Biotechnology
10.992|Seminar in Chemical Engineering
10.994|Molecular Bioengineering
10.995|Cellular and Metabolic Engineering
10.996|Seminar in Cellular Engineering
10.997|Theoretical and Computational Immunology Seminar
10.998|Seminar in Crystallization Science and Technology
10.EPE|UPOP Summer Practice Experience
10.EPW|UPOP IAP Workshop
10.THG|Graduate Thesis
10.THU|Undergraduate Thesis
10.UR|Undergraduate Research
10.URG|Undergraduate Research
11.005|Introduction to International Development
11.011|The Art and Science of Negotiation
11.013|American Urban History I
11.016|The Once and Future City
11.026|Downtown
11.027|City to City: Comparing, Researching and Writing about Cities
11.123|Big Plans and Mega-Urban Landscapes
11.125|Introduction to Education: Understanding and Evaluating Education
11.127|Computer Games and Simulations for Investigation and Education
11.131|Education Theory and Practice III
11.144|Project Appraisal in Developing Countries
11.147|Urban Public Finance in Developing Countries
11.152|The Ghetto:  From Venice to Harlem
11.153|Shanghai and China's Modernization
11.188|Urban Planning and Social Science Laboratory
11.189|Urban Fieldwork
11.190|Urban Fieldwork
11.191|Independent Study
11.192|Independent Study
11.193|Supervised Readings
11.194|Supervised Readings
11.220|Quantitative Reasoning and Statistical Methods for Planning I
11.234|Making Sense: Qualitative Methods for Designers and Planners
11.238|Ethics of Intervention
11.252|Computer Games and Simulations for Investigation and Education
11.255|Negotiation and Dispute Resolution in the Public Sector
11.302|Urban Design Politics
11.303|Real Estate Development Studio:  Complex Urban Projects
11.306|Planning Studio
11.312|Engaging Community: Models and Methods for Designers and Planners
11.316|Landscape and Urban Heritage Conservation
11.320|Digital City Design Workshop
11.330|Theory of City Form
11.333|Urban Design Seminar: New Century Cities
11.337|Urban Design Ideals and Action
11.338|Urban Design Studio
11.339|Downtown
11.344|Innovative Project Delivery in the Public and Private Sectors
11.352|Real Estate Ventures II: Negotiating Leases, Financings, and Restructurings
11.353|Securitization of Mortgages and Other Assets
11.367|The Law and Politics of Land Use
11.376|Urban Sustainability in Action
11.378|Water Reading Group
11.380|Urban Climate Adaptation
11.410|Urban and Regional Economics
11.427|Urban Labor Markets and Employment Policy
11.432|Real Estate Capital Markets
11.434|Tools for Analysis:  Design for Real Estate and Infrastructure Development
11.439|Revitalizing Urban Main Streets
11.444|The New Global Planning Practitioner
11.474|D-Lab: Disseminating Water,  Sanitation and Hygiene Innovations for the Common Good
11.479|Water and Sanitation Infrastructure in Developing Countries
11.481|Analyzing and Accounting for Regional Economic Change
11.484|Project Appraisal in Developing Countries
11.487|Urban Public Finance in Developing Countries
11.490|Law and Development
11.521|Spatial Database Management and Advanced Geographic Information Systems
11.523|Fundamentals of Spatial Database Management
11.524|Advanced Geographic Information System Project
11.526|Comparative Land Use and Transportation Planning
11.541|Public Transportation Systems
11.543|Transportation Policy, the Environment, and Livable Communities
11.800|Doctoral Research Seminar
11.901|Independent Study:  Urban Studies and Planning
11.902|Independent Study: Urban Studies and Planning
11.903|Supervised Readings in Urban Studies
11.904|Supervised Readings in Urban Studies
11.905|Research Seminar in Urban Studies and Planning
11.906|Research Seminar in Urban Studies and Planning
11.907|Urban Fieldwork
11.908|Urban Fieldwork
11.910|Doctoral Tutorial
11.960|Independent Study: Real Estate
11.961|Independent Study: Real Estate
11.962|Fieldwork: Real Estate
11.963|Independent Study: Real Estate
11.964|Independent Study: Real Estate
11.S195|Special Subject: Urban Studies and Planning
11.S196|Special Subject: Urban Studies and Planning
11.S198|Special Subject: Urban Studies and Planning
11.S941|Special Subject: Urban Studies and Planning
11.S942|Special Subject: Urban Studies and Planning
11.S943|Special Subject: Urban Studies and Planning
11.S944|Special Subject: Urban Studies and Planning
11.S945|Special Subject: Urban Studies and Planning
11.S946|Special Subject: Urban Studies and Planning
11.S947|Special Subject: Urban Studies and Planning
11.S948|Special Subject: Urban Studies and Planning
11.S949|Special Subject: Urban Studies and Planning
11.S952|Special Seminar: Urban Studies and Planning
11.S953|Special Seminar: Urban Studies and Planning
11.S965|Special Subject: Real Estate
11.THG|Graduate Thesis
11.THU|Undergraduate Thesis
11.UR|Undergraduate Research
11.URG|Undergraduate Research
12.002|Physics of the Terrestrial Planets
12.005|Applications of Continuum Mechanics to Earth, Atmospheric, and Planetary Sciences
12.007|Geobiology: History of Life on Earth
12.009|Theoretical Environmental Analysis
12.011|Archaeological Science
12.091|Current Topics in Earth, Atmospheric, and Planetary Sciences
12.093|Current Topics in Geology and Geochemistry
12.094|Current Topics in Geophysics
12.095|Current Topics in Geophysics
12.096|Current Topics in Atmospheric Science and Oceanography
12.097|Current Topics in Atmospheric Science and Oceanography
12.098|Current Topics in Planetary Science
12.099|Current Topics in Planetary Science
12.108|Structure of Earth Materials
12.115|Field Geology II
12.119|Analytical Techniques for Studying Environmental and Geologic Samples
12.207|Nonlinear Dynamics II: Continuum Systems
12.306|Atmospheric Physics and Chemistry
12.307|Weather and Climate Laboratory
12.333|Atmospheric Dynamics
12.400|The Solar System
12.402|Introduction to Astronomy
12.43|Space Systems Engineering
12.450|Seminar in Geology and Geochemistry
12.456|Seminar in Rock Mechanics
12.460|Current Research in Geology and Geochemistry
12.461|Current Research in Geology and Geochemistry
12.474|Origin and Evolution of the Earth's Crust
12.482|Advanced Field Geology II
12.510|Introduction to Seismology
12.520|Geodynamics
12.540|Principles of Global Positioning System
12.560|Advanced Seminar in Exploration Geophysics
12.561|Advanced Seminar in Exploration Geophysics
12.571|Seminar in Geophysics
12.580|Current Research in Geophysics
12.581|Current Research in Geophysics
12.603|Solar System Dynamics
12.650|Current Topics in Planetary Science
12.690|Current Research in Planetary Science
12.691|Current Research in Planetary Science
12.707|Pre-Pleistocene Paleoceanography and Paleoclimatology
12.721|Current Research in Marine Geology and Geophysics at Woods Hole
12.722|Current Research in Chemical Oceanography at Woods Hole
12.730|Current Research in Marine Geology and Geophysics at MIT
12.731|Current Research in Marine Geology and Geophysics at MIT
12.735|Current Research in Chemical Oceanography at MIT
12.736|Current Research in Chemical Oceanography at MIT
12.749|Solid Earth Geochemistry
12.754|Sem: Oceanography at WHOI
12.756|Sem: Oceanography at WHOI
12.757|Sem: Oceanography at WHOI
12.760|Seminar in Marine Geology and Geophysics at MIT
12.761|Seminar in Marine Geology and Geophysics at MIT
12.770|Seminar in Chemical Oceanography at MIT
12.771|Seminar in Chemical Oceanography at MIT
12.801|The General Circulation of the Ocean
12.802|Wave Motions in the Ocean and Atmosphere
12.806|Atmospheric Physics and Chemistry
12.810|Dynamics of the Atmosphere
12.811|Tropical Meteorology
12.812|The General Circulation of the Atmosphere and Climate Change
12.814|Aerosol and Cloud Microphysics and Chemistry
12.844|Modeling and Assessment for Policy
12.863|Advanced Topics in Coastal Physical Oceanography
12.950|Seminar in Physical Oceanography at MIT
12.951|Seminar in Physical Oceanography at MIT
12.960|Current Research in Physical Oceanography at MIT
12.961|Current Research in Physical Oceanography at MIT
12.970|Current Research in Physical Oceanography at Woods Hole
12.971|Current Research in Physical Oceanography at Woods Hole
12.980|Current Research in Atmospheric Science
12.981|Current Research in Atmospheric Science
12.IND|Independent Study
12.S490|Special Seminar in Geology and Geochemistry
12.S680|Special Seminar in Planetary Science
12.S990|Special Subject in Atmospheric Science
12.THG|Graduate Thesis
12.THU|Undergraduate Thesis
12.TIP|Thesis and Independent Study Preparation
12.UR|Undergraduate Research
12.URG|Undergraduate Research
14.003|Microeconomic Theory and Public Policy
14.01|Principles of Microeconomics
14.02|Principles of Macroeconomics
14.03|Microeconomic Theory and Public Policy
14.05|Intermediate Applied Macroeconomics
14.09|Reading Seminar in Economics
14.10|Reading Seminar in Economics
14.123|Microeconomic Theory III
14.124|Microeconomic Theory IV
14.126|Game Theory
14.129|Advanced Contract Theory
14.137|Psychology and Economics
14.15|Networks
14.16|Strategy and Information
14.191|Independent Research Paper
14.193|Advanced Seminar in Economics
14.195|Reading Seminar in Economics
14.197|Independent Research
14.198|Teaching Introductory Economics
14.199|Teaching Introductory Economics
14.20|Industrial Organization and Competitive Strategy
14.21|Health Economics
14.272|Industrial Organization II
14.273|Advanced Topics in Industrial Organization
14.283|Advanced Topics in Organizational Economics I
14.284|Advanced Topics in Organizational Economics II
14.32|Econometrics
14.33|Research and Communication in Economics:  Topics, Methods, and Implementation
14.36|Advanced Econometrics
14.382|Econometrics
14.386|New Econometric Methods
14.387|Topics in Applied Econometrics
14.392|Workshop in Economic Research
14.44|Energy Economics and Policy
14.441|Advanced Financial Economics II
14.442|Advanced Financial Economics III
14.444|Energy Economics and Policy
14.453|Economic Fluctuations
14.454|Economic Crises
14.462|Advanced Macroeconomics II
14.472|Public Economics II
14.473|Public Policy in Health Economics
14.51|Urban and Regional Economics
14.54|International Trade
14.573|Urban and Regional Economics
14.581|International Economics I
14.662|Labor Economics II
14.73|The Challenge of World Poverty
14.74|Foundations of Development Policy
14.740|Foundations of Development Policy
14.772|Development Economics: Macroeconomics
14.773|Political Economy: Institutions and Development
14.THG|Graduate Thesis
14.THU|Thesis
14.UR|Undergraduate Research
14.URG|Undergraduate Research
15.002|Sloan Innovation Period Requirement
15.012|Applied Macro- and International Economics
15.014|Applied Macro- and International Economics II
15.025|Game Theory for Strategic Advantage
15.032|Engineering, Economics and Regulation of the Electric Power Sector
15.034|Data Analysis for Management
15.037|Energy Economics and Policy
15.038|Energy Economics and Policy
15.053|Optimization Methods in Management Science
15.058|Optimization Methods in Operations Research
15.068|Statistical Consulting
15.071|The Analytics Edge
15.074|Predictive Data Analytics and Statistical Inference
15.075|Statistical Thinking and Data Analysis
15.077|Statistical Learning and Data-Mining
15.078|Models, Data and Inference for Socio-Technical Systems
15.084|Nonlinear Programming
15.099|Seminar in Operations Research
15.122|Critical Reading and Technical Assessment of Biomedical Information
15.123|Dynamics of Biomedical Technologies
15.137|Case Studies and Strategies in Drug Discovery and Development
15.141|Economics of the Health Care Industries
15.218|Global Economic Challenges and Opportunities
15.220|Global Strategy and Organization
15.223|Global Markets, National Policies and the Competitive Advantages of Firms
15.225|Economy and Business in Modern China and India
15.228|Seminar in International Management
15.229|Seminar in International Management
15.268|Choice Points: Readings on the Exercise of Power and Responsibility
15.270|Ethical Practice:  Professionalism, Social Responsibility, and the Purpose of the Corporation
15.279|Management Communication for Undergraduates
15.281|Advanced Leadership Communication
15.301|Managerial Psychology Laboratory
15.310|Managerial Psychology
15.317|Organizational Leadership and Change
15.318|Discovering Your Leadership Signature
15.320|Strategic Organizational Design
15.326|Seminar in Leadership II
15.345|Doctoral Proseminar in Behavioral and Policy Sciences
15.349|Qualitative Research Methods
15.356|How to Develop Breakthrough Products and Services
15.358|The Business of Software and Digital Platforms
15.363|Strategic Decision Making in the Life Sciences
15.371|Innovation Teams
15.376|Media Lab Entrepreneurship:  Digital Innovations
15.377|Linked Data Ventures
15.385|Social Innovation and Entrepreneurship
15.386|Managing in Adversity
15.387|Technology Sales and Sales Management
15.390|New Enterprises
15.394|Dilemmas in Founding New Ventures
15.398|Corporations at the Crossroads: The CEO Perspective
15.399|Entrepreneurship Lab
15.401|Finance Theory I
15.402|Finance Theory II
15.411|Finance Theory I
15.412|Finance Theory II
15.427|Real Estate Capital Markets
15.428|Tools for Analysis:  Design for Real Estate and Infrastructure Development
15.429|Securitization of Mortgages and Other Assets
15.431|Entrepreneurial Finance
15.434|Advanced Corporate Finance
15.437|Options and Futures Markets
15.438|Fixed Income
15.439|Investment Management
15.441|Advanced Financial Economics II
15.442|Advanced Financial Economics III
15.444|International Finance: Corporate Finance
15.460|Analytics of Finance II
15.464|Valuation
15.466|Functional and Strategic Finance
15.467|Retirement Finance, Lifecycle Investing, and Asset Management
15.490|Practice of Finance: Private Equity and Hedge Funds
15.491|Practice of Finance: Advanced Corporate Risk Management
15.493|Practice of Finance: Perspectives on Investment Management
15.501|Corporate  Financial Accounting
15.516|Corporate Financial Accounting
15.518|Taxes and Business Strategy
15.521|Management Accounting and Control
15.535|Business Analysis Using Financial Statements
15.539|Doctoral Seminar in Accounting
15.545|Mergers and Acquisitions: The Market for Corporate Control
15.565|Digital Evolution: Managing Web 3.0
15.571|Business Strategy and the Role of IT
15.615|Basic Business Law for the Entrepreneur and Manager
15.617|Basic Business Law, Tilted Towards Finance
15.618|Law and Cutting-Edge Technologies
15.628|Patents, Copyrights, and the Law of Intellectual Property
15.655|Law, Technology, and Public Policy
15.660|Strategic Human Resource Management
15.665|Power and Negotiation
15.668|People and Organizations
15.677|Urban Labor Markets and Employment Policy
15.698|Seminar in Industrial Relations and Human Resource Management
15.761|Introduction to Operations Management
15.762|Supply Chain Planning
15.763|Manufacturing System and Supply Chain Design
15.764|The Theory of Operations Management
15.765|Global Supply Chain Management
15.769|Operations Strategy
15.771|Case Studies in Logistics and Supply Chain Management
15.783|Product Design and Development
15.792|Global Operations Leadership Seminar
15.799|Workshop in Operations Management
15.810|Marketing Management
15.812|Marketing Management
15.818|Pricing
15.820|Customer Analytics Using Probability Models
15.834|Marketing Strategy
15.838|Research Seminar in Marketing
15.839|Workshop in Marketing
15.846|Branding
15.847|Consumer Behavior
15.871|Introduction to System Dynamics
15.872|System Dynamics II
15.878|Capstone Seminar in Sustainability
15.879|Research Seminar in System Dynamics
15.900|Competitive Strategy
15.905|Technology Strategy for SDM
15.910|Innovation Strategy
15.911|Entrepreneurial Strategy
15.912|Strategic Management of Innovation and Entrepreneurship
15.913|Strategies for Sustainable Business
15.914|Competitive Dynamics and Strategy - Winning in Technology Markets
15.915|Laboratory for Sustainable Business
15.950|Independent Study in Management
15.951|Independent Study in Management
15.952|Curricular Practical Training
15.960|Independent Study in Management
15.961|Independent Study in Management
15.962|Pre-Thesis Research
15.999|Curricular Practical Training (CPT)
15.S01|Special Seminar in Management
15.S02|Special Seminar in Management
15.S03|Special Seminar in Management
15.S04|Special Seminar in Management
15.S05|Special Seminar in Management
15.S06|Special Seminar in Management
15.S07|Special Seminar in Management
15.S08|Special Seminar in Management
15.S09|Special Seminar in Management
15.S10|Special Seminar in Management
15.S11|Special Seminar in Management
15.S12|Special Seminar in Management
15.S13|Special Seminar in Management
15.S14|Special Seminar in Management
15.S15|Special Seminar in Management
15.S16|Special Seminar in Management
15.S21|Special Seminar in Management
15.S22|Special Seminar in Management
15.S24|Special Seminar in Management
15.S25|Special Seminar in Management
15.S26|Special Seminar in Management
15.S30|Special Distance Learning Seminar in Management
15.S66|Special Seminar in Managaement
15.S67|Special Seminar in Management
15.S68|Special Seminar in Management
15.S69|Special Seminar in Management
15.THG|Graduate Thesis
15.UR|Undergraduate Research in Management
15.URG|Undergraduate Studies in Management
16.00|Introduction to Aerospace and Design
16.003|Unified Engineering III
16.004|Unified Engineering IV
16.09|Statistics and Probability
16.101|Topics in Fluids and Propulsion
16.120|Compressible Internal Flow and Aeroacoustics
16.13|Aerodynamics of Viscous Fluids
16.20|Structural Mechanics
16.201|Topics in Materials and Structures
16.230|Plates and Shells
16.323|Principles of Optimal Control
16.338|Dynamic Systems and Control
16.35|Real-Time Systems and Software
16.36|Communication Systems and Networks
16.363|Communication Systems and Networks
16.405|Robotics: Science and Systems I
16.412|Cognitive Robotics
16.423|Aerospace Biomedical and Life Support Engineering
16.456|Biomedical Signal and Image Processing
16.459|Bioengineering Journal Article Seminar
16.50|Introduction to Propulsion Systems
16.522|Space Propulsion
16.621|Experimental Projects I
16.622|Experimental Projects II
16.64|Flight Measurement Laboratory
16.68|Modern Space Science and Engineering Seminar
16.681|Topics in Aeronautics and Astronautics
16.682|Selected Topics in Aeronautics and Astronautics
16.687|Selected Topics in Aeronautics and Astronautics
16.715|Transportation and the Environment
16.75|Airline Management
16.821|Flight Vehicle Development
16.83|Space Systems Engineering
16.855|Enterprise Architecting
16.863|System Safety Concepts
16.89|Space Systems Engineering
16.895|Engineering Apollo: The Moon Project as a Complex System
16.90|Computational Methods in Aerospace Engineering
16.930|Advanced Topics in Numerical Methods for Partial Differential Equations
16.980|Advanced Project
16.984|Seminar
16.985|Global Operations Leadership Seminar
16.EPE|UPOP Summer Practice Experience
16.EPW|UPOP IAP Workshop
16.S498|Advanced Special Subject in Humans and Automation
16.S688|Special Subject in Aeronautics and Astronautics
16.S898|Advanced Special Subject in Aerospace Systems
16.S899|Advanced Special Subject in Aerospace Systems
16.S949|Advanced Special Subject in Computation
16.THG|Graduate Thesis
16.UR|Undergraduate Research
16.URG|Undergraduate Research
17.000|Political Philosophy
17.01|Justice
17.021|Philosophy of Law
17.178|Political Economy of Institutions and Development
17.20|Introduction to the American Political Process
17.245|Constitutional Law: Structures of Power and Individual Rights
17.276|Public Opinion Research Training Lab
17.28|The War at Home: American Politics and Society in Wartime
17.430|Research Seminar in International Relations
17.482|US Military Power
17.483|US Military Power
17.50|Introduction to Comparative Politics
17.523|Ethnic Conflict in World Politics
17.537|Politics and Policy in Contemporary Japan
17.538|Politics and Policy in Contemporary Japan
17.57|Soviet and Post-Soviet Politics and Society: 1917 to the Present
17.581|Riots, Rebellions, Revolutions
17.583|Conflict and the Graphic Novel
17.802|Quantitative Research Methods II: Causal Inference
17.806|Quantitative Research Methods IV: Advanced Topics
17.871|Political Science Laboratory
17.878|Qualitative Research: Design and Methods
17.901|Political Science Internship and Research
17.903|Community Service: Experience and Reflection
17.907|Reading Seminar in Social Science
17.910|Reading Seminar in Social Science
17.911|Reading Seminar in Social Science
17.954|Reading Seminar in Social Science
17.956|Reading Seminar in Social Science
17.958|Reading Seminar in Social Science
17.959|Preparation for General Exams
17.962|Second Year Paper Workshop
17.S914|Special Undergraduate Subject in Political Science
17.S918|Special Undergraduate Subject in Political Science
17.S919|Special Undergraduate Subject in Political Science
17.S950|Special Graduate Subject in Political Science
17.S951|Special Graduate Subject in Political Science
17.S952|Special Graduate Subject in Political Science
17.S953|Special Graduate Subject in Political Science
17.THG|Graduate Political Science Thesis
17.THU|Undergraduate Political Science Thesis
17.UR|Undergraduate Research
17.URG|Undergraduate Research
18.01|Calculus
18.02|Calculus
18.024|Calculus with Theory
18.02A|Calculus
18.03|Differential Equations
18.034|Differential Equations
18.04|Complex Variables with Applications
18.05|Introduction to Probability and Statistics
18.06|Linear Algebra
18.062|Mathematics for Computer Science
18.075|Methods for Scientists and Engineers
18.085|Computational Science and Engineering I
18.099|Independent Study
18.100A|Real Analysis
18.100B|Real Analysis
18.100C|Real Analysis
18.102|Introduction to Functional Analysis
18.104|Seminar in Analysis
18.116|Riemann Surfaces
18.117|Topics in Several Complex Variables
18.125|Real and Functional Analysis
18.156|Differential Analysis
18.158|Topics in Differential Equations
18.177|Topics in Stochastic Processes
18.276|Mathematical Methods in Physics
18.304|Undergraduate Seminar in Discrete Mathematics
18.306|Advanced Partial Differential Equations with Applications
18.310A|Principles of Discrete Applied Mathematics
18.311|Principles of Continuum Applied Mathematics
18.312|Algebraic Combinatorics
18.318|Topics in Combinatorics
18.330|Introduction to Numerical Analysis
18.336|Fast Methods for Partial Differential and Integral Equations
18.338|Eigenvalues of Random Matrices
18.352|Theoretical Environmental Analysis
18.354|Nonlinear Dynamics II: Continuum Systems
18.377|Nonlinear Dynamics and Waves
18.400|Automata, Computability, and Complexity
18.410|Design and Analysis of Algorithms
18.416|Randomized Algorithms
18.418|Topics in Computational Molecular Biology
18.425|Cryptography and Cryptanalysis
18.433|Combinatorial Optimization
18.434|Seminar in Theoretical Computer Science
18.436|Quantum Information Science
18.440|Probability and Random Variables
18.443|Statistics for Applications
18.445|Introduction to Stochastic Processes
18.466|Mathematical Statistics
18.504|Seminar in Logic
18.702|Algebra II
18.703|Modern Algebra
18.704|Seminar in Algebra
18.726|Algebraic Geometry II
18.737|Algebraic Groups
18.757|Representations of Lie Groups
18.781|Theory of Numbers
18.783|Elliptic Curves
18.784|Seminar in Number Theory
18.785|Analytic Number Theory
18.786|Algebraic Number Theory
18.821|Project Laboratory in Mathematics
18.901|Introduction to Topology
18.904|Seminar in Topology
18.906|Algebraic Topology II
18.937|Topics in Geometric Topology
18.950|Differential Geometry
18.952|Theory of Differential Forms
18.966|Geometry of Manifolds
18.969|Topics in Geometry
18.994|Seminar in Geometry
18.999|Research in Mathematics
18.S996|Special Subject in Mathematics
18.THG|Graduate Thesis
18.THU|Thesis
18.UR|Undergraduate Research
2.001|Mechanics and Materials I
2.002|Mechanics and Materials II
2.003|Dynamics and Control I
2.004|Dynamics and Control II
2.005|Thermal-Fluids Engineering I
2.006|Thermal-Fluids Engineering II
2.007|Design and Manufacturing I
2.008|Design and Manufacturing II
2.00B|Toy Product Design
2.01|Elements of Structures
2.014|Engineering Systems Development
2.017|Design of Electromechanical Robotic Systems
2.019|Design of Ocean Systems
2.02A|Engineering Materials: Properties and Applications
2.03|Dynamics I
2.031|Dynamics II
2.034|Nonlinear Dynamics and Waves
2.04A|Systems and Controls
2.06|Fluid Dynamics
2.065|Acoustics and Sensing
2.066|Acoustics and Sensing
2.071|Mechanics of Solid Materials
2.081|Plates and Shells
2.082|Ship Structural Analysis and Design
2.084|Structural Mechanics in Nuclear Power Technology
2.086|Numerical Computation for Mechanical Engineers
2.087|Engineering Mathematics: Linear Algebra and ODEs I
2.088|Engineering Mathematics: Linear Algebra and ODEs II
2.090|Engineering Mathematics: Probability and Statistics
2.094|Finite Element Analysis of Solids and Fluids II
2.110|Information, Entropy, and Computation
2.14|Analysis and Design of Feedback Control Systems
2.140|Analysis and Design of Feedback Control Systems
2.160|Identification, Estimation, and Learning
2.165|Robotics
2.167|Hands-On Marine Robotics
2.22|Design Principles for Ocean Vehicles
2.24|Ocean Wave Interaction with Ships and Offshore Energy Systems
2.29|Numerical Fluid Mechanics
2.37|Fundamentals of Nanoengineering
2.370|Fundamentals of Nanoengineering
2.372|Design and Fabrication of Microelectromechanical Systems
2.374|Design and Fabrication of Microelectromechanical Systems
2.391|Nanostructure Fabrication
2.500|Desalination and Water Purification
2.55|Advanced Heat and Mass Transfer
2.58|Radiative Transfer
2.61|Internal Combustion Engines
2.661|Architectural Thermal and Fluid Dynamics
2.671|Measurement and Instrumentation
2.672|Project Laboratory
2.674|Micro/Nano Engineering Laboratory
2.675|Micro/Nano Engineering Laboratory
2.678|Electronics for Mechanical Systems
2.680|Unmanned Marine Vehicle Autonomy, Sensing, and Communication
2.683|Marine Bioacoustics and Geoacoustics
